PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kohler, A				Koehler, Arne			The genus Pseudolycoriella Menzel & Mohrig, 1998 (Diptera, Sciaridae) in New Zealand	ZOOTAXA			English	Article						16S; 28S; Australasian region; COI; DNA sequencing; key; morphology; new species; new synonym; systematics; taxonomy	FUNGUS GNATS DIPTERA; MOLECULAR PHYLOGENY; NEW-CALEDONIA; EVOLUTION; REVISION; SEQUENCES; POSITION; FAUNA; MAFFT	In the course of the present study 28 species of the genus Pseudolycoriella Menzel & Mohrig, 1998 from New Zealand were described as new to science: Pseudolycoriella aotearoa sp. n., Psl. dagae sp. n., Psl. dentitegmenta sp. n., Psl. fiordlandia sp. n., Psl. gonotegmenta sp. n., Psl. hauta sp. n., Psl. huttoni sp. n., Psl. jaschhofi sp. n., Psl. jejunella sp. n., Psl. kaikoura sp. n., Psl. maddisoni sp. n., Psl. mahanga sp. n., Psl. nahenahe sp. n., Psl. orite sp. n., Psl. plicitegmenta sp. n., Psl. porehu sp. n., Psl. porotaka sp. n., Psl. puhihi sp. n., Psl. raki sp. n., Psl. robustotegmenta sp. n., Psl. subtilitegmenta sp. n., Psl. sudhausi sp. n., Psl. teo sp. n., Psl. tewaipounamu sp. n., Psl. tuakana sp. n., Psl. wernermohrigi sp. n., Psl. whakahara sp. n., and Psl. whena sp. n. Pseudolycoriella cavatica (Skuse, 1888), a widely distributed species, was recorded from New Zealand for the first time, and recognised as a senior synonym of Spathobdella setigera Hardy, 1960 syn. n. Apart from Psl. kaikoura and Psl. cavatica all New Zealand Pseudolycoriella species group in four different clusters: the Psl. bispina complex, the Psl. jejuna complex, the Psl. macrotegmenta complex, and the Psl. zealandica complex. The monophyly of those four species complexes was confirmed by a genetic analysis based on two mitochondrial genes (COI and 16S) and one nuclear gene (28S). A key to the species is given.	[Koehler, Arne] Senckenberg Deutsch Entomol Inst, Eberswalder Str 90, D-15374 Muncheberg, Germany	Kohler, A (reprint author), Senckenberg Deutsch Entomol Inst, Eberswalder Str 90, D-15374 Muncheberg, Germany.	arne.koehler@senckenberg.de			DGaaE (German Society of general and applied Entomology)	The author is indebted to the DGaaE (German Society of general and applied Entomology) for their generous funding and to Frank Menzel (Muncheberg, Germany) for the possibility to work with these puzzling and challenging gnats at the SDEI. The extensive collections of Catrin and Mathias Jaschhof (both Farjestaden, Sweden), and Peter A. Maddison (Katikati, New Zealand) were an elementary and indispensable resource for this study. Other collectors, who kindly caught sciarids in New Zealand, were Ian Hogg, John Hutcheson, Peter M. Johns, Uwe Kallweit, Roderick P. Macfarlane, and Andreas Stark. Werner Mohrig, who passed away on 26th April 2019, and Duncan Sivell (formerly London, UK) are thanked for loans of type material from collections curated by them. Pekka Vilkamaa (Helsinki, Finland) also kindly provided some specimens for this study. Valerie Levesque-Beaudin (Guelph, Canada) gave some helpful information about the specimens held in the Centre for Biodiversity Genomics. Katja Kramp (Muncheberg) introduced the author into molecular lab techniques and the methodology of genetic analyses. Furthermore, she and Marko Prous (Muncheberg) discussed and answered several questions about these issues. Without the assistance of Christian Kutscher (Muncheberg) no SEM investigation would have been possible. Andrew Liston (Muncheberg) proofread the manuscript and improved the language significantly. Finally, Adam Broadley (Melbourne, Australia) and Hans-Georg Rudzinski (Schwanewede, Germany) carried out the extremely helpful task of reviewing the manuscript. The author would like to express his sincere thanks to everyone.		67	1	1	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 12	2019	4707	1					1	69		10.11646/zootaxa.4707.1.1			69	Zoology	Zoology	JV4HC	WOS:000502324900001	32230514	Bronze			2020-04-30	
J	Humala, AE				Humala, Andrei E.			Mexican species of the genus Orthocentrus (Hymenoptera, Ichneumonidae: Orthocentrinae) F	ZOOTAXA			English	Article						key; Mexico; North America; orthocentrines; parasitoid wasps; review; taxonomy		The Mexican species of the genus Orthocentrus Gravenhorst are reviewed. Fortytwo species of the genus Orthocentrus are described as new: O. areolatus sp. nov., O. aztecus sp. nov., O. brevicornis sp. nov., O. collaris sp. nov., O. contrerasi sp. nov., O. coronadoae sp. nov., O. dorsofuscus sp. nov., O. elongatus sp. nov., O. flavoorbitalis sp. nov., O. fuscipes sp. nov., O. hidalgoensis sp. nov., O. kasparyani sp. nov., O. khalaimi sp. nov., O. latus sp. nov., O. longiventris sp. nov., O. lopezi sp. nov., O. lostuxtlasi sp. nov., O. malaris sp. nov., O. mexicanus sp. nov., O. microphthalmus sp. nov., O. minor sp. nov., O. montanus sp. nov., O. montezuma sp. nov., O. oaxacae sp. nov., O. ocampo sp. nov., O. pictus sp. nov., O. podagricus sp. nov., O. rhombifer sp. nov., O. rufipleuris sp. nov., O. ruizi sp. nov., O. scabrosus sp. nov., O. scutellatus sp. nov., O. sierrae sp. nov., O. similis sp. nov., O. tamaulipecus sp. nov., O. tergalis sp. nov., O. tlaxcalensis sp. nov., O. ungularis sp. nov., O. varicolor sp. nov., O. veracruzus sp. nov., O. vulgaris sp. nov., O. zaldivari sp. nov. In total, 53 Orthocentrus species are now known to occur in Mexico, and 52 species are reported from Mexico for the first time. A key to all known species of Mexican Orthocentrus is provided and distribution maps are presented.	[Humala, Andrei E.] Russian Acad Sci, Karelian Res Ctr, Forest Res Inst, Pushkinskaya St 11, Petrozavodsk 185910, Russia	Humala, AE (reprint author), Russian Acad Sci, Karelian Res Ctr, Forest Res Inst, Pushkinskaya St 11, Petrozavodsk 185910, Russia.	humala@krc.karelia.ru	Humala, Andrei/B-2914-2013	Humala, Andrei/0000-0001-8741-254X				26	1	1	1	1	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 12	2019	4709	1					1	83		10.11646/zootaxa.4709.1.1			83	Zoology	Zoology	JV4HQ	WOS:000502326400001	32230516				2020-04-30	
J	Perkins, PD				Perkins, Philip D.			Taxonomy of Venezuelan water beetles in the genus Hydrochus Leach, 1817, and an analysis of male genitalia morphology (Coleoptera: Hydrochidae)	ZOOTAXA			English	Article								The taxonomy of Venezuelan water beetles in the genus Hydrochus Leach, 1817 is presented. The known fauna now consists of 26 species, 17 of which are described as new species. All species are described, or redescribed, diagnosed, and high-resolution images of the habitus and male genitalia of each species are given. The morphology and mechanics of the male genitalia of Hydrochus are described and illustrated, and a system of naming male genitalia characters in Hydrochidae is provided. The following new species are described: H. argutissimus n. sp., H. basilaris n. sp., H. bicarinatus n. sp., H. bituberculatus n. sp., H. collaris n. sp., H. conjunctus n. sp., H. denarius n. sp., H. formosus n. sp., H. hellmani n. sp., H. kellymilleri n. sp., H. leei n. sp., H. lobatus n. sp., H. mauriciogarciai n. sp., H. pictus new species, H. sagittarius n. sp., H. shorti n. sp., H. variabiloides n. sp. Hydrochus pseudosecretus Oliva 1996 is removed from synonymy with H. purpureus Knisch, H. soekhnandanae Makhan 1992 is removed from synonymy with H. pupillus Orchymont, and H. ramcharani Makhan 1992 is removed from synonymy with H. drakei Knisch.	[Perkins, Philip D.] Harvard Univ, Museum Comparat Zool, Dept Entomol, Cambridge, MA 02138 USA	Perkins, PD (reprint author), Harvard Univ, Museum Comparat Zool, Dept Entomol, Cambridge, MA 02138 USA.	perkins@oeb.harvard.edu						31	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 12	2019	4708	1					1	59		10.11646/zootaxa.4708.1.1			59	Zoology	Zoology	JV4HL	WOS:000502325900001	32230515				2020-04-30	
J	Barbosa, DN; Azevedo, CO				Barbosa, Diego N.; Azevedo, Celso O.			Astromesitius, a new genus of Mesitiinae (Hymenoptera, Bethylidae) from the Old World	EUROPEAN JOURNAL OF TAXONOMY			English	Article						New genus; hypopygium; 'star-shaped'; new species; United Arab Emirates	SULCOMESITIUS-MOCZAR; MESITINAE; GENERA; MORPHOLOGY; GENITALIA	Literature about Mesitiinae Kieffer, 1914 has not been treated extensively from a taxonomic viewpoint in comparison with other subfamilies in Bethylidae Latreille, 1802. Our research on species of Metrionotus Moczar, 1970, Clytrovorus Nagy, 1972 and Sulcomesitius Moczar, 1970 revealed a new hypopygium shape pattern, namely a 'star-shaped' hypopygium, which is characteristic of a new genus, Astromesitius gen. nov., with two new species Astromesitius thionyi gen. et sp. nov. and Astromesitius olavoi gen. et sp. nov. The descriptions of both new species are based on male specimens collected in Thailand and the United Arab Emirates. Astromesitius quatei (Moczar, 1977) gen. et comb. nov. is designated as type species for the new genus, which is erected for a total of seven species. The main diagnostic characteristics are the head longer than wide; a clypeus with a median lobe quadrate; an antenna with distinct long setae, with pedicel caliciform, and with flagellomeres long and caliciform; pronotum and anteromesoscutum with longitudinal sulcus indistinct or absent; metapectal-propodeal complex with posterior projection hardly distinct or absent; hypopygium star-shaped; genitalia with aedeagus slender and fusiform.	[Barbosa, Diego N.; Azevedo, Celso O.] Univ Fed Espirito Santo, Dept Ciencias Biol, Av Fernando Ferrari 514, BR-29075910 Vitoria, ES, Brazil	Barbosa, DN (reprint author), Univ Fed Espirito Santo, Dept Ciencias Biol, Av Fernando Ferrari 514, BR-29075910 Vitoria, ES, Brazil.	mesitiinae@gmail.com; bethylidae@gmail.com	Azevedo, Celso O/D-1295-2014	Azevedo, Celso O/0000-0002-2423-9388	Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)National Council for Scientific and Technological Development (CNPq) [473386/2008-9, 620064/2006-4]; Fundacao de Amparo a Pesquisa do Espirito Santo (FAPES) [3935842/2007, 41106407/2008]; CNPqNational Council for Scientific and Technological Development (CNPq) [303748/2018-4]; Taxonomy program [563953/05-5, 562224/2010-6]	We thank Antonius van Harten, Michael Sharkey and James Boome for providing the material studied. We thank Denis Brothers for elucidating doubts about the nomenclatural acts. We also acknowledge grants from Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq), #473386/2008-9 and #620064/2006-4, the Taxonomy program, #563953/05-5 and #562224/2010-6, Fundacao de Amparo a Pesquisa do Espirito Santo (FAPES), #3935842/2007 and #41106407/2008, for the bursary granted to the first author and CNPq grant #303748/2018-4 for the bursary for the second author. We thank two anonymous reviewers for the useful suggestions.		21	0	0	1	1	MUSEUM NATL HISTOIRE NATURELLE	PARIS	SERVICE PUBLICATIONS SCIENTIFIQUES, 57 RUE CUVIER, 75005 PARIS, FRANCE	2118-9773			EUR J TAXON	Eur. J. Taxon.	DEC 11	2019	587						1	20		10.5852/ejt.2019.587			20	Plant Sciences; Entomology; Zoology	Plant Sciences; Entomology; Zoology	JW7YG	WOS:000503263100001		DOAJ Gold			2020-04-30	
J	Abo-Shnaf, RIA; Allam, SFM				Abo-Shnaf, Reham I. A.; Allam, Sally F. M.			A new species of Centrouropoda (Acari: Uropodidae: Uropodina), with a key to the world species of the genus	ZOOTAXA			English	Article						Mesostigmata; Uropodina; morphology; taxonomy; Rhynchophorus ferrugineus; Egypt	RED PALM WEEVIL; FERRUGINEUS COLEOPTERA-CURCULIONIDAE; RHYNCHOPHORUS-FERRUGINEUS; MITES ACARI; MESOSTIGMATA; CHAETOTAXY	The present work provides descriptions of a new species of mite, Centrouropoda bahariyaensis n. sp. (Uropodidae), based on the adult female and male collected from the red palm weevil, Rhynchophorus ferrugineus (Oliver) (Coleoptera: Curculionidae) and its habitat at El-Bawiti, Bahariya Oasis, Egypt. Complete descriptions of the immature stages are included. Keys to the known species of genus Centrouropoda Berlese based on adult females, adult males and deutonymphs are provided.	[Abo-Shnaf, Reham I. A.] Agr Res Ctr, Plant Protect Res Inst, Vegetable & Aromat Plant Mites Dept, Giza, Egypt; [Allam, Sally F. M.] Cairo Univ, Fac Agr, Zool & Agr Nematol Dept, Giza, Egypt	Abo-Shnaf, RIA (reprint author), Agr Res Ctr, Plant Protect Res Inst, Vegetable & Aromat Plant Mites Dept, Giza, Egypt.	riamaboshnaf@yahoo.com; sallyfmallam@gmail.com	Abo-Shnaf, Reham/G-2478-2016	Abo-Shnaf, Reham/0000-0002-4033-9063	Cairo University (CU), Giza, Egypt [1/2016]	We thank Dr. Bruce Halliday (Australian National Insect Collection, CSIRO Australia), for his invaluable help and many suggestions during the conduct of the present study. This work was conducted with financial support provided by Cairo University (CU), Giza, Egypt for project # 1/2016.		29	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 11	2019	4706	4					501	516		10.11646/zootaxa.4706.4.1			16	Zoology	Zoology	JV4GR	WOS:000502323800001	32230517				2020-04-30	
J	Taucce, PPG; Zaidan, BF; Zaher, H; Garcia, PCA				Taucce, Pedro P. G.; Zaidan, Barbara F.; Zaher, Hussam; Garcia, Paulo C. A.			A new species of Ischnocnema Reinhardt and Lutken, 1862 (Anura: Brachycephalidae) of the I. lactea species series from southeastern Brazil	ZOOTAXA			English	Article						Atlantic Rainforest; Bioacoustics; Brachycephaloidea; Integrative taxonomy; Molecular phylogeny	ATLANTIC FOREST; AMPHIBIA; PERFORMANCE; TERRARANA; ALIGNMENT; TAXONOMY; FROGS; TOOL	We describe a new species of Ischnocnema from the Serra da Bocaina mountain range, state of Sao Paulo, southeastern Brazil, based on morphological, bioacoustic, and mtDNA data. The new species is retrieved with high support values within the I. lactea species series as the sister species of I. spanios. Ischnocnema bocaina sp. nov. is characterized by its medium size (18.6-19.0 mm), a smooth venter, a rounded snout in dorsal view and acuminate in lateral view, a slightly expanded subgular, single vocal sac, a round and whitish, poorly-developed glandular-appearing nuptial pad on the dorsal surface of the thumb, and a nonpulsed advertisement call with 9 to 18 notes. We raise to 38 the number of Ischnocnema species, the 12th described in the past 10 years.	[Taucce, Pedro P. G.] Univ Estadual Paulista, UNESP, Inst Biociencias, Dept Zool, Campus Rio Claro,Cx Postal 199, BR-13506900 Rio Claro, SP, Brazil; [Taucce, Pedro P. G.] Ctr Aquicultura CAUNESP, Campus Rio Claro,Cx Postal 199, BR-13506900 Rio Claro, SP, Brazil; [Zaidan, Barbara F.; Garcia, Paulo C. A.] Univ Fed Minas Gerais, Inst Ciencias Biol, Dept Zool, Lab Herpetol, Ave Antonio Carlos 6627, BR-31270910 Belo Horizonte, MG, Brazil; [Zaher, Hussam] Univ Sao Paulo, Museu Zool, Ave Nazare 481, BR-04263000 Sao Paulo, SP, Brazil	Taucce, PPG (reprint author), Univ Estadual Paulista, UNESP, Inst Biociencias, Dept Zool, Campus Rio Claro,Cx Postal 199, BR-13506900 Rio Claro, SP, Brazil.; Taucce, PPG (reprint author), Ctr Aquicultura CAUNESP, Campus Rio Claro,Cx Postal 199, BR-13506900 Rio Claro, SP, Brazil.; Garcia, PCA (reprint author), Univ Fed Minas Gerais, Inst Ciencias Biol, Dept Zool, Lab Herpetol, Ave Antonio Carlos 6627, BR-31270910 Belo Horizonte, MG, Brazil.	pedrotaucce@gmail.com	de Anchietta Garcia, Paulo Christiano/A-9983-2010; Taucce, Pedro/A-8515-2018	de Anchietta Garcia, Paulo Christiano/0000-0002-4789-7033; Taucce, Pedro/0000-0002-3088-4543	CFBH; MZUSP; Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES)CAPES [001]; FAPESPFundacao de Amparo a Pesquisa do Estado de Sao Paulo (FAPESP) [2019/04076-8, 2005/56228-3, 2006/57853-1]; CAPESCAPES [2014/05772-4]; Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq)National Council for Scientific and Technological Development (CNPq)	We thank C. F. B. Haddad (CFBH) and T. Grant (MZUSP) for making available specimens under their care. For support at CFBH we thank N. C. Pupin and at MZUSP we thank A. S. Benetti. M. L. Lyra helped with laboratory procedures. We are grateful to Centro de Estudos de Insetos Sociais (CEIS; Sao Paulo State University [UNESP]) for allowing us the use of the molecular laboratory. This research was supported by resources supplied by the Center for Scientific Computing (NCC/GridUNESP) of UNESP and Cyberinfrastructure for Phylogenetic Research (CIPRES). This study was financed in part by the Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES) - Finance Code 001. PPGT thanks FAPESP and CAPES grant #2014/05772-4 for the PhD fellowship (2014-2018) and FAPESP grant #2019/04076-8 for the Postdoctoral fellowship (currently) and financial support. PCAG thanks FAPESP grants #2005/56228-3 and #2006/57853-1 for financial support and the Young Researcher fellowship. BFZ thanks CAPES for the PhD fellowship. HZ and PCAG thank Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq) for financial support.		50	0	0	2	2	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 11	2019	4706	4					531	545		10.11646/zootaxa.4706.4.3			15	Zoology	Zoology	JV4GR	WOS:000502323800003	32230519				2020-04-30	
J	Hugel, S				Hugel, Sylvain			First record of shield-backed katydids in Madagascar with the description of a new genus and three new species (Orthoptera: Ensifera: Tettigoniidae: Tettigoniinae: Arytropteridini)	ZOOTAXA			English	Article						Orthoptera; endemism; South Western Indian Ocean islands; Madagascar; bush cricket	GENERA	Shield-backed katydids of tribe Arytropteridini Caudell, 1908 are recorded for the first time in Madagascar. The new genus Toliaridectes n. gen. is proposed to include three new species from the south west of the island: Toliaridectes meridionalis n. gen. n. sp., Toliaridectes wendenbaumi n. gen. n. sp. and Toliaridectes antsycurvis n. gen. n. sp.. Elements of biology of Toliaridectes n. gen. are given and the call of Toliaridectes antsycurvis n. gen. n. sp. is described. The taxonomic position of Arytropteridini is discussed.	[Hugel, Sylvain] Univ Strasbourg, CNRS, UPR 3212, INCI, 8 Allee Gen Rouvillois, F-67000 Strasbourg, France	Hugel, S (reprint author), Univ Strasbourg, CNRS, UPR 3212, INCI, 8 Allee Gen Rouvillois, F-67000 Strasbourg, France.	hugels@inci-cnrs.unistra.fr			Insects and People of the Southwest Indian Ocean (IPSIO); Critical Ecosystem Partnership Fund (CEPF)	The fieldwork on which this study is based could not have been completed without the gracious support of the Malagasy people, Brian Fisher (California Academy of Science) and all the arthropod team of the Madagascar Biodiversity Center for their help and advices, particularly Balsama Rajemison, Jean-Claude Rakotonirina, JeanJacques Rafanomezantsoa, Chrislain Ranaivo, Hanitriniana Rasoazanamavo, Nicole Rasoamanana, Clavier Randrianandrasana, Dimby Raharinjanahary, Njaka Ravelomanana, Manoa Ramamonjisoa. I thank Naturevolution team (https://www.naturevolution.org/) and particularly Evrard Wendenbaum for having organized multiple surveys in Makay region. I thank Nicolas Cliquennois for his continuous and fruitful efforts to collect Orthoptera in South Western Indian Ocean islands. Thanks to Darren Goldin and Aran Hinton for their help in the field in Tulear. I thank Steve Goodman for his precious advices. This work was conducted with support from Insects and People of the Southwest Indian Ocean (IPSIO, https://www.ipsio.org), a network funded by the Critical Ecosystem Partnership Fund (CEPF). Permits to research, collect and export arthropods were obtained from the Ministry of Environment and Forest as part of an ongoing collaboration between the Madagascar Biodiversity Center, and the Ministry of Environment and Forest, Madagascar National Parks and Parc Botanique et Zoologique de Tsimbazaza.		16	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 11	2019	4706	4					546	560		10.11646/zootaxa.4706.4.4			15	Zoology	Zoology	JV4GR	WOS:000502323800004	32230520				2020-04-30	
J	Fomichev, AA				Fomichev, Alexander A.			A survey of East Palaearctic Gnaphosidae (Araneae). 10. Three new Gnaphosa species from the Dzhungarian Alatau Mountains (Eastern Kazakhstan)	ZOOTAXA			English	Article						Aranei; Asia; ground spiders; Mongolia; new species; species group; taxonomy		Three new species, Gnaphosa aksuensis sp. n., G. mataica sp. n., and G. prashkevichi sp. n., are described based on both sexes from Eastern Kazakhstan. Descriptions, illustrations, and maps showing records are provided. The new species represent a monophyletic rasnitsyni-group together with four Mongolian species.	[Fomichev, Alexander A.] Altai State Univ, Lenina Pr 61, RF-656049 Barnaul, Russia	Fomichev, AA (reprint author), Altai State Univ, Lenina Pr 61, RF-656049 Barnaul, Russia.				Dudko [6.2884.2017/4.6]; Ministry of Education and Science of the Russian FederationMinistry of Education and Science, Russian Federation	I thank R.V. Yakovlev, A.I. Shmakov, A. Korablin (all from Barnaul, Russia), H. Sulak (Munich, Germany), and L. Shtoppel' (Taldykorgan, Kazakhstan) for organizing an expedition to Kazakhstan, in which the material treated in this paper was collected. I also grateful to R.Yu. Dudko (ISEA) for providing museum facilities. The earlier draft was reviewed by Y.M. Marusik (Magadan, Russia). I thank the editor and two reviewers for corrections on a previous version of the manuscript. English of the earlier draft was kindly checked by V. Fet (Hungtington, USA). This study was supported by the grant No. 6.2884.2017/4.6 given by the Ministry of Education and Science of the Russian Federation.		11	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 11	2019	4706	4					569	579		10.11646/zootaxa.4706.4.6			11	Zoology	Zoology	JV4GR	WOS:000502323800006	32230522				2020-04-30	
J	Lu, YF; Li, Z; Chen, L				Lu, Yafei; Li, Zhu; Chen, Li			Two new species of the genus Trachylophus Gahan, 1888(Coleoptera, Cerambycinae, Cerambycini) from China	ZOOTAXA			English	Article						taxonomy; male genitalia		Two new species of the genus Trachylophus Gahan, 1888, T. tianmuensis sp. nov. and T. chiangi sp. nov. from China are described. The adult habitus and male genitalia of the two new species are described in detail.	[Lu, Yafei; Li, Zhu; Chen, Li] Southwest Univ, Coll Plant Protect, Chongqing 400715, Peoples R China	Li, Z; Chen, L (reprint author), Southwest Univ, Coll Plant Protect, Chongqing 400715, Peoples R China.	lizhu0526@swu.edu.cn; lichen57@swu.edu.cn			Science and Technology Basic Research Fund [2015FY210300]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [SWU117011]	This study was supported by the Science and Technology Basic Research Fund (2015FY210300) and the Fundamental Research Funds for the Central Universities (SWU117011). We appreciate Mr. Hao XU (Hunan Agricultural University) and Ms. Jianyue QIU (SWU) for collecting specimens for us.		8	0	0	0	0	MAGNOLIA PRESS	AUCKLAND	PO BOX 41383, AUCKLAND, ST LUKES 1030, NEW ZEALAND	1175-5326	1175-5334		ZOOTAXA	Zootaxa	DEC 11	2019	4706	4					580	586		10.11646/zootaxa.4706.4.7			7	Zoology	Zoology	JV4GR	WOS:000502323800007	32230523				2020-04-30	
J	Godunko, RJ; Neumann, C; Staniczek, AH				Godunko, Roman J.; Neumann, Christian; Staniczek, Arnold H.			Revision of fossil Metretopodidae(Insecta, Ephemeroptera) in Baltic amber - Part 4: Description of two new species of Siphloplecton Clemens, 1915, with notes on the new S. jaegeri species group and with key to fossil male adults of Siphloplecton	ZOOKEYS			English	Article						Fossil insects; mayflies; Siphlonuroidea; new species; species group; Eocene	INSECTA EPHEMEROPTERA	The Siphloplecton jaegeri species group is established here for three extinct species, namely for the earlier described Siphloplecton jaegeri Demoulin, 1968, and for two new species from Eocene Baltic amber, Siphloplecton landoki sp. nov. and Siphloplecton studentannae sp. nov. Based on the well-preserved specimens of these species, a diagnosis is provided for the newly established species group. Representatives of the S. jaegeri species group are characterized by the presence of large, medially contiguous eyes, stout pointed setae along the outer margin of the foretibia, three intercalaries in the cubital field of the forewing, and elongated penis lobes, which are apically triangular or rounded, medially contiguous, and with a Vshaped cleft apically. Further new specimens of the S. jaegeri species group are documented that cannot be attributed to species level due to their poor preservation. Finally, a key to male adults of fossil species of Siphloplecton is given.	[Godunko, Roman J.] Czech Acad Sci, Biol Ctr, Inst Entomol, Branisovska 31, Ceske Budejovice 37005, Czech Republic; [Godunko, Roman J.] Univ Lodz, Dept Invertebrate Zool & Hydrobiol, Banacha 12-16, PL-90237 Lodz, Poland; [Neumann, Christian] Leibniz Inst Evolut & Biodivers Sci, Museum Naturkunde, D-10115 Berlin, Germany; [Staniczek, Arnold H.] Stuttgart State Museum Nat Hist, Dept Entomol, Rosenstein 1, D-70191 Stuttgart, Germany	Staniczek, AH (reprint author), Stuttgart State Museum Nat Hist, Dept Entomol, Rosenstein 1, D-70191 Stuttgart, Germany.	arnold.staniczek@smns-bw.de	Godunko, Roman J./H-6652-2014	Godunko, Roman J./0000-0003-2196-3327; Staniczek, Arnold H./0000-0001-5577-137X	DFGGerman Research Foundation (DFG) [STA 1098/1-1]; Georg Forster Research Fellowship for Experienced Researchers by the Alexander von Humboldt FoundationAlexander von Humboldt Foundation; DAADDeutscher Akademischer Austausch Dienst (DAAD); SYNTHESYS - European Community Research Infrastructure Action	Our thanks go to Christel and Hans Werner Hoffeins (Hamburg), Andre Nel (MNHN, Paris), and Wieslaw Krzeminski (MNHK, Krakow) for access to their collections. We are also thankful to Milan Pallmann (SMNS) for the colour photographs. This study was financially supported by DFG grant STA 1098/1-1 to AHS and conducted with institutional support RVO 60077344 (IE, BC CAS) to RJG. The stay of RJG at SMNS was supported by a Georg Forster Research Fellowship for Experienced Researchers by the Alexander von Humboldt Foundation. Investigations of type specimens at MNB by RJG were supported by DAAD scholarships (2004, 2008), investigations of type specimens at MNHN by RJG were supported by SYNTHESYS (http://www.synthesys.info/), which was financed by the European Community Research Infrastructure Action.		8	0	0	2	2	PENSOFT PUBLISHERS	SOFIA	12 PROF GEORGI ZLATARSKI ST, SOFIA, 1700, BULGARIA	1313-2989	1313-2970		ZOOKEYS	ZooKeys	DEC 10	2019		898					1	26		10.3897/zookeys.898.47118			26	Zoology	Zoology	JW1SV	WOS:000502840300001	31866732	DOAJ Gold, Green Published			2020-04-30	
